vessel_id,mmsi,vessel_name,latitude,longitude,start_distance_from_port_km,end_distance_from_port_km,start_distance_from_shore_km,end_distance_from_shore_km,start,end,event_type,label
2afa391d3-3d59-5b1c-f76a-ad3a399c5435,233101113,MFJY09255-28-50%,32.9697,124.5396,130.948531,132.974953,130.0,132.0,2023-12-25T02:00:40.000Z,2024-01-02T00:50:15.000Z,loitering,1
ce5c9ad57-7840-4a7c-ae36-99523447c560,412955006,01955-6--71%,32.8754,124.5403,141.140156,141.140156,140.0,140.0,2023-12-25T02:00:47.000Z,2024-01-01T04:06:33.000Z,loitering,1
3dd90a155-5d87-83f9-22ba-2b1ad12e4416,26225633,,33.4809,123.9328,127.202227,127.75582,125.0,125.0,2023-12-25T02:00:52.000Z,2024-01-01T01:19:41.000Z,loitering,1
f3f529fc5-5d4c-1e53-7c7c-3ee9629fe43f,233101065,MFJY09255-25-73%,32.9707,124.5171,132.74025,132.74025,132.0,132.0,2023-12-25T02:00:53.000Z,2024-01-02T07:21:26.000Z,loitering,1
90cf6c328-808c-e23f-3558-672b0b14a039,231903362,MFJY09979-22-78%,32.895,124.5179,139.754984,140.97934400000003,139.0,140.0,2023-12-25T02:01:06.000Z,2024-01-14T05:08:57.000Z,loitering,1
e1b6dde65-54ea-ac1e-a862-2920c9a2e4a3,10671080,,32.898,124.4008,144.692078,144.692078,144.0,144.0,2023-12-25T02:01:10.000Z,2024-01-01T04:12:19.000Z,loitering,1
c75e38614-48ee-912b-3147-999bdb2f7c3b,123033474,ZHEDAIYU06788-2278%,32.8746,124.4536,144.179812,145.584969,143.0,145.0,2023-12-25T02:02:11.000Z,2024-01-01T03:11:35.000Z,loitering,1
6669efd9f-feef-2fc5-f4d4-ceca651ce7ac,60105115,,32.9852,124.3287,139.255688,140.200328,139.0,139.0,2023-12-25T02:02:12.000Z,2024-01-01T03:48:53.000Z,loitering,1
d0f576d7d-dee5-7019-d37b-474f6de991cb,34560001,,32.9665,124.3748,139.73309400000002,139.234562,139.0,139.0,2023-12-25T02:02:39.000Z,2024-01-01T05:29:44.000Z,loitering,1
85cf8653b-bcfc-2b0c-5807-80ad557a771d,60105105,,32.9763,124.3245,140.200328,141.63678099999998,139.0,141.0,2023-12-25T02:02:42.000Z,2024-01-01T01:47:11.000Z,loitering,1
0d4e54ce5-596c-ba68-cdaa-8c1f7831ec11,26225680,ZHE DAI YU 02256-80,33.481,123.9339,127.75582,127.75582,125.0,125.0,2023-12-25T02:02:52.000Z,2024-01-01T01:21:55.000Z,loitering,1
f6ce3c64c-c9e3-01b0-8a46-4797b7fe1673,606850031,,33.5197,123.8978,128.040711,128.562133,125.0,126.0,2023-12-25T02:02:53.000Z,2024-01-01T01:45:16.000Z,loitering,1
ef497600b-b886-4355-5b64-cba06a8fc691,601050088,LU LAI YU 60105-88,32.9842,124.3307,140.200328,140.200328,139.0,139.0,2023-12-25T02:02:53.000Z,2024-01-01T03:05:50.000Z,loitering,1
40bc961b3-35ef-1fe5-c2d9-dc63fa3776ed,605380010,,32.7228,124.7374,150.634938,152.320141,146.0,148.0,2023-12-25T02:03:26.000Z,2024-01-01T02:10:03.000Z,loitering,1
8a13ba924-47b0-abdd-1e7f-baf7010c07bd,231004523,ZHEDAIYU01296-10-84%,32.8233,124.4438,149.612078,151.013594,149.0,150.0,2023-12-25T02:03:29.000Z,2024-01-01T03:18:06.000Z,loitering,1
88242e5c6-657b-fc3b-bac1-713c27413694,231900841,MFJY08659-19-67%,32.9264,124.4782,138.357812,138.76431200000002,138.0,138.0,2023-12-25T02:04:04.000Z,2024-01-01T03:46:38.000Z,loitering,1
32c0b60a1-1d90-38de-a9a0-1bb9d20b903d,345600003,,33.0141,124.3808,134.928766,133.974922,134.0,133.0,2023-12-25T02:04:19.000Z,2024-01-17T18:23:26.000Z,loitering,1
0364243bf-f3cf-146b-1cd9-c37b3dce97c1,412323167,LU QING YU 60079,32.9778,124.4961,132.134344,133.367609,131.0,133.0,2023-12-25T02:04:37.000Z,2024-01-01T17:50:42.000Z,loitering,1
7079cb8e7-7d8e-a6a3-54b9-aef3d7aaebbf,96225655,ZHEDAIYU02256-5526%,33.4913,123.9172,128.009016,128.009016,126.0,126.0,2023-12-25T02:05:12.000Z,2024-01-01T01:14:48.000Z,loitering,1
96687fda3-32d9-c132-a311-8faa1ab3ebda,669231218,08669-18-85%,32.9039,124.4627,140.766672,142.17325,140.0,141.0,2023-12-25T02:05:22.000Z,2024-01-01T03:56:44.000Z,loitering,1
c764e92ea-a21a-a75a-0459-838bf15d208d,100102662,ZHEDAIYU11578-4-52%,32.9258,124.4254,140.43975,140.43975,140.0,140.0,2023-12-25T02:05:49.000Z,2024-01-01T13:12:24.000Z,loitering,1
cafae6e98-841a-2cfd-6d9a-630ac5a0432b,61750030,,32.9252,124.3891,142.192203,143.168969,141.0,142.0,2023-12-25T02:06:37.000Z,2024-01-01T13:00:46.000Z,loitering,1
fbd585726-6768-2a3d-3355-6d36bddd8e5c,100002017,MFJY09666-35-78%,32.9893,124.4994,131.132547,131.95565599999998,130.0,131.0,2023-12-25T02:07:16.000Z,2024-01-01T03:49:28.000Z,loitering,1
6bf1cd607-7c42-272d-6781-e30ddeb22403,231903447,MFJY09979-28-75%,32.8884,124.5034,141.604859,141.604859,141.0,141.0,2023-12-25T02:07:18.000Z,2024-01-01T04:42:23.000Z,loitering,1
dd89fc5dd-d19a-aad1-f25a-5418c368fe68,70341023,SUQIYU03410-23,33.4258,124.0152,124.408836,124.26857000000001,122.0,122.0,2023-12-25T02:07:35.000Z,2024-01-01T00:59:47.000Z,loitering,1
573470464-41bb-9c7b-31d7-e7f8982e9f3e,233101573,MFJY09885-14-74%,32.9604,124.5163,133.748438,133.748438,133.0,133.0,2023-12-25T02:07:36.000Z,2024-01-02T06:22:40.000Z,loitering,1
29c42e867-7dc3-cb07-9dfb-6de49d7adba3,610620005,,32.9509,124.4127,139.34682800000002,139.34682800000002,139.0,139.0,2023-12-25T02:07:41.000Z,2024-01-01T03:51:13.000Z,loitering,1
14b7b2c1e-ebff-ccb7-34da-3caaf778b3d6,233101526,MFJY09666-86-69%,32.9945,124.4445,132.68259400000002,134.103453,132.0,133.0,2023-12-25T02:07:42.000Z,2024-01-01T05:10:58.000Z,loitering,1
f238c6a97-7518-4d8b-c23d-196997ef1708,233100695,MFJY09885-13-69%,32.9612,124.5107,132.974953,135.358375,132.0,135.0,2023-12-25T02:07:51.000Z,2024-01-08T03:01:24.000Z,loitering,1
da4ccdaf8-8a1f-73bb-82c7-60221002de12,100365003,SUQIYU03650-3-99%,33.4173,124.0171,124.26857000000001,124.26857000000001,122.0,122.0,2023-12-25T02:08:15.000Z,2024-01-01T01:14:23.000Z,loitering,1
581021224-40ee-3c43-8408-dd1af0f835aa,878827898,08658-59-62%,32.9112,124.4975,139.579359,139.970109,139.0,139.0,2023-12-25T02:08:28.000Z,2024-01-01T04:10:25.000Z,loitering,1
dce3824b7-76d1-ea70-ccad-cb7b3290b7e3,3185108,,32.963,124.3431,139.712156,142.570141,139.0,142.0,2023-12-25T02:09:11.000Z,2024-01-08T18:48:00.000Z,loitering,1
a0c88366e-e772-64d2-741a-c471dfd5037d,233100374,MFJY09885-22-71%,32.9598,124.4932,133.948844,135.54703099999998,133.0,135.0,2023-12-25T02:09:22.000Z,2024-01-02T00:36:43.000Z,loitering,1
d7517ad1d-deca-1939-fb05-21bb9913a98d,19086829,01908-6878%,32.9189,124.4693,139.764656,139.764656,139.0,139.0,2023-12-25T02:09:26.000Z,2024-01-01T04:40:43.000Z,loitering,1
102b6b906-6c9b-6f0b-019c-438a7b9cf997,10671021,,32.8751,124.4212,145.81753099999997,146.812172,145.0,146.0,2023-12-25T02:10:08.000Z,2024-01-01T03:56:19.000Z,loitering,1
055590c15-553e-b439-e39d-d12d23fa088f,231903275,MFJY01979-25-84%,32.9174,124.469,134.143125,146.398359,133.0,146.0,2023-12-25T02:10:09.000Z,2024-01-02T06:01:05.000Z,loitering,1
9f3a3a08a-ae68-3fa6-fcbf-d139d01c12b2,233100560,MFJY09885-20-52%,32.9599,124.5048,134.543047,134.143125,134.0,133.0,2023-12-25T02:10:18.000Z,2024-01-02T00:48:08.000Z,loitering,1
1e2168ddb-bf58-3a81-ae0c-2dce5dd6478e,601050085,LU LAI YU 60105-85,32.9686,124.3274,141.147438,141.63678099999998,140.0,141.0,2023-12-25T02:11:24.000Z,2024-01-01T03:37:25.000Z,loitering,1
ad87a9f3e-e364-9b1b-a163-429f67a2f09e,287888117,28788--117-99%,33.0012,124.298,141.189875,137.565859,140.0,137.0,2023-12-25T02:11:50.000Z,2024-01-07T01:56:47.000Z,loitering,1
9c3598c62-203d-134c-b805-72b520fcf297,233101447,MFJY08615-22-66%,32.9657,124.51,133.137875,133.137875,132.0,132.0,2023-12-25T02:12:50.000Z,2024-01-01T04:58:00.000Z,loitering,1
01a5e13b1-1d7a-b5f5-082e-c9787dfe5c00,138560042,NAN.YOU.WANG.QU-09,35.1722,119.8772,4.308884,4.308884,38.0,38.0,2023-12-25T02:13:19.000Z,2024-01-05T11:57:37.000Z,loitering,1
5ca2f58f7-7689-b30b-4469-249887361868,134010043,NET43-ZSY13401-94%,32.8921,124.4503,143.17571900000002,143.990578,142.0,143.0,2023-12-25T02:13:35.000Z,2024-01-07T03:17:30.000Z,loitering,1
6f622c783-34af-d90c-498c-b1e14d9a7441,32190081,ZHEDAIYU03219-81-90%,32.9999,124.4326,133.57325,133.57325,133.0,133.0,2023-12-25T02:13:42.000Z,2024-01-01T05:21:06.000Z,loitering,1
10df2ab02-2260-d7d0-37d6-e17a6e075197,233101807,MFJY08615-71%,32.9678,124.5092,133.54075,132.74025,133.0,132.0,2023-12-25T02:14:25.000Z,2024-01-01T03:39:49.000Z,loitering,1
11a2eac25-530b-e751-55f7-6a50f6706453,610620027,,32.9539,124.4207,138.905016,138.905016,138.0,138.0,2023-12-25T02:14:48.000Z,2024-01-01T04:34:26.000Z,loitering,1
3e960040a-a758-52e3-4450-037e69b081a2,66010029,,32.9788,124.3856,137.339141,137.80454699999999,137.0,137.0,2023-12-25T02:14:59.000Z,2024-01-01T03:52:14.000Z,loitering,1
22c0093ec-ca0a-af2c-561a-3eb8ab9f3c04,100365002,SUQIYU03650-2-94%,33.4261,124.0162,123.640211,123.640211,122.0,122.0,2023-12-25T02:15:06.000Z,2024-01-01T01:19:24.000Z,loitering,1
2b7e88cc2-2f1a-c028-e998-d3da25035570,123336661,ZHEDAIYU03366-6171%,32.9426,124.4512,138.180078,138.599453,137.0,138.0,2023-12-25T02:15:21.000Z,2024-01-01T04:24:07.000Z,loitering,1
fb1f8abf0-05ef-f48c-b810-a92b359521a3,62579846,,32.8496,124.5177,144.93871900000002,144.93871900000002,144.0,144.0,2023-12-25T02:15:56.000Z,2024-01-01T03:37:32.000Z,loitering,1
7e69591b2-2cac-b394-b8b3-1b8f322c1358,32780018,,32.8672,124.2615,154.042609,154.042609,153.0,153.0,2023-12-25T02:16:27.000Z,2024-01-01T03:01:10.000Z,loitering,1
b982ad187-77cb-83a3-e362-c046a774e10b,221005588,08658---65-73%,32.911,124.49,139.970109,139.970109,139.0,139.0,2023-12-25T02:16:40.000Z,2024-01-01T04:33:59.000Z,loitering,1
7683be3e6-6702-604a-58e3-966e84f7aa32,23797322,SUQIYU02379-22_8.1V,33.4577,123.9803,124.928102,125.52082,123.0,123.0,2023-12-25T02:17:01.000Z,2024-01-01T01:19:04.000Z,loitering,1
6cd2c06bc-c7e9-ad32-4790-8ca5f863b900,328788102,28788--102-91%,32.985,124.3107,139.316234,142.1305,139.0,141.0,2023-12-25T02:17:08.000Z,2024-01-05T21:02:21.000Z,loitering,1
b7981d41b-b6bd-7292-b0f9-effb1dc1f05a,61750022,,32.8863,124.3869,146.110922,146.548906,145.0,146.0,2023-12-25T02:17:29.000Z,2024-01-01T04:11:28.000Z,loitering,1
8fb4e539e-e2ef-d856-038a-ab424b999134,44308105,,32.8289,124.1745,148.892156,175.17720300000002,148.0,174.0,2023-12-25T02:17:33.000Z,2024-01-01T14:48:52.000Z,loitering,1
081c2aeff-f93f-e218-fe4d-10b6bcda341c,610620029,,32.9596,124.4134,138.369984,138.369984,138.0,138.0,2023-12-25T02:17:36.000Z,2024-01-01T03:51:31.000Z,loitering,1
63c4cc1a4-48fe-d6d7-9449-1d531fcfdc10,4558072,,32.9489,124.3555,141.626328,142.096,141.0,141.0,2023-12-25T02:17:38.000Z,2024-01-01T03:48:54.000Z,loitering,1
e7933a313-33bb-fbb7-0a27-a8919e1fbf56,412955011,01955-11--90%,32.8778,124.5571,140.431234,140.78307800000002,140.0,140.0,2023-12-25T02:18:00.000Z,2024-01-03T22:35:59.000Z,loitering,1
3c040316a-ae1e-4d1f-14d4-7a2832e8e5b6,113185106,SUQIYU03185-106_8.1V,32.9705,124.3503,140.181984,140.181984,139.0,139.0,2023-12-25T02:18:20.000Z,2024-01-01T03:57:23.000Z,loitering,1
2fad3e326-6cdf-f9a5-5646-edbaded2c12d,233101393,MFJY09885-10-52%,32.719,124.7235,133.54075,147.473547,133.0,146.0,2023-12-25T02:18:22.000Z,2024-01-02T22:53:52.000Z,loitering,1
aa33c5ee0-0636-88bd-948d-707e20b6d327,921661896,YUE LAI YU16618-96,33.1003,124.3681,128.510742,125.4285,128.0,125.0,2023-12-25T02:19:30.000Z,2024-01-11T02:33:10.000Z,loitering,1
529d10a34-49e0-08a1-9053-9dc41cd465cc,231900791,666866-1-71%,33.0192,124.4174,132.08942199999998,132.08942199999998,131.0,131.0,2023-12-25T02:20:27.000Z,2024-01-01T04:55:29.000Z,loitering,1
a35e2cdf3-3a24-f47b-5867-eef77daaf723,31860020,SHUQIYU03186-20-85%,33.0096,124.285,139.410047,139.929812,139.0,139.0,2023-12-25T02:20:35.000Z,2024-01-01T02:05:42.000Z,loitering,1
14746e824-4fa1-d720-70aa-57ab4487f439,233101713,MLY65887-10-73%,33.0357,124.409,130.632969,130.632969,130.0,130.0,2023-12-25T02:20:35.000Z,2024-01-01T05:00:31.000Z,loitering,1
57ccb3f8d-d127-f96e-a356-fd5844a72927,345600005,,32.9897,124.3874,135.885031,136.878453,135.0,136.0,2023-12-25T02:21:51.000Z,2024-01-15T08:44:43.000Z,loitering,1
cd4eeb81b-b1b1-1a29-52de-a63a0abce5ee,233100705,MLY65887-13-84%,33.035,124.4676,127.882242,128.861523,127.0,128.0,2023-12-25T02:22:41.000Z,2024-01-01T13:45:51.000Z,loitering,1
d538f454c-c9f4-a01b-20de-9053f2b1706a,233101628,MLY65887-17-73%,33.0399,124.4404,129.235016,129.235016,129.0,129.0,2023-12-25T02:22:57.000Z,2024-01-01T05:10:53.000Z,loitering,1
488d356fd-d286-15ae-87ac-4a76ccaa2aa8,33330010,,33.6621,124.0382,110.445047,109.596406,107.0,107.0,2023-12-25T02:23:08.000Z,2024-01-10T09:33:22.000Z,loitering,1
693a916cb-bcc0-5177-fc88-8daaaabba231,786904332,MINDINGYU09888-2-56%,33.0303,124.4527,129.751617,129.751617,129.0,129.0,2023-12-25T02:23:19.000Z,2024-01-01T05:20:00.000Z,loitering,1
9ee642e1a-aeb6-bc22-1124-82650e81252f,100018334,LURYU58085-6-76%,32.9554,124.4157,135.45193799999998,140.87075,135.0,140.0,2023-12-25T02:23:23.000Z,2024-01-07T03:28:36.000Z,loitering,1
610118910-0ea8-a4ef-aed4-76980d7778e7,50337320,SUSHEYU03373-20_7.9V,33.578,123.85,129.28517200000002,129.28517200000002,126.0,126.0,2023-12-25T02:23:49.000Z,2024-01-01T01:51:07.000Z,loitering,1
41aa40361-1696-3805-b2b5-48b5f8bf4ce7,186001689,NET01689--186--57%,32.9595,124.3309,142.096906,142.096906,141.0,141.0,2023-12-25T02:23:52.000Z,2024-01-01T03:48:29.000Z,loitering,1
8c4dab89d-ddff-5a4c-9596-eac5f0fbfff0,62580337,,33.7038,123.9336,118.585938,115.997398,115.0,113.0,2023-12-25T02:24:00.000Z,2024-01-09T03:09:35.000Z,loitering,1
9cca21ddd-d47b-03c4-7170-2bf3ad02c06c,233101808,MFJY08615-10-72%,32.9667,124.5016,133.54075,133.54075,133.0,133.0,2023-12-25T02:24:13.000Z,2024-01-01T04:34:21.000Z,loitering,1
63cbe937e-ea2c-9723-6747-00151dd6937b,233101142,MFJY09255-5-76%,32.9707,124.4817,134.362078,134.362078,134.0,134.0,2023-12-25T02:24:23.000Z,2024-01-01T05:07:03.000Z,loitering,1
0cedbf169-9c92-f702-dd4d-56a97048187c,44300030,,32.8262,124.1829,152.641859,171.360125,152.0,171.0,2023-12-25T02:24:23.000Z,2024-01-01T04:35:19.000Z,loitering,1
de372df62-29d3-0ecf-34c8-640fd541f9d5,233101192,MLY65887-31-71%,33.0327,124.4548,128.779008,130.282148,128.0,130.0,2023-12-25T02:24:57.000Z,2024-01-01T13:52:00.000Z,loitering,1
2d494cb3f-f1d8-11cf-0052-1c895048eb94,555555014,555555-14-79%,32.9364,124.4618,138.180078,139.175797,137.0,138.0,2023-12-25T02:25:29.000Z,2024-01-01T04:22:45.000Z,loitering,1
3ef814248-89a7-568c-c8bd-431548a4881d,231902940,MFJY01979-21-81%,32.9544,124.5083,134.143125,135.150047,133.0,134.0,2023-12-25T02:26:37.000Z,2024-01-02T00:54:10.000Z,loitering,1
4cdc8d5b7-7c92-04db-bbe8-3ec1c889930b,44306551,,32.8421,124.168,149.402391,172.382734,149.0,172.0,2023-12-25T02:26:56.000Z,2024-01-01T04:36:35.000Z,loitering,1
796785702-2b66-ceb0-17ac-405f444cf86e,233101533,MFJY09666-83-63%,32.9951,124.4566,132.24475,133.229141,132.0,133.0,2023-12-25T02:27:33.000Z,2024-01-01T05:05:15.000Z,loitering,1
59feea424-41c1-0b26-e7a4-a429f5fa22b1,610051032,,33.0143,124.3261,139.751547,135.50246900000002,139.0,135.0,2023-12-25T02:28:19.000Z,2024-01-08T02:23:53.000Z,loitering,1
304c45c21-1f07-e906-2e60-d8f1f1acd49b,287883112,28788--112-92%,33.0169,124.2983,138.894531,137.043516,138.0,136.0,2023-12-25T02:28:20.000Z,2024-01-06T18:24:41.000Z,loitering,1
144e88e29-99c6-6308-fbea-d948eb157867,60105112,,32.9755,124.3312,139.255688,142.096906,139.0,141.0,2023-12-25T02:29:17.000Z,2024-01-05T20:50:44.000Z,loitering,1
3a108c934-4949-72e4-5958-3c9d38b50b2c,100000017,1).`95!.95105-199%,-4.8126,43.877,446.607188,500.246688,411.0,431.0,2023-12-25T02:29:25.000Z,2024-01-05T01:58:57.000Z,loitering,1
2e42c2d8c-cb87-dc28-e580-cdc4dea3861b,44677240,ZHEDAIYU11607--027V6,32.9427,124.4128,140.32568799999999,140.32568799999999,140.0,140.0,2023-12-25T02:29:44.000Z,2024-01-01T04:10:05.000Z,loitering,1
449d041be-ea01-0860-7cf0-8c6ec83dc16d,48630007,,32.9217,124.2954,148.99153099999998,146.464719,148.0,146.0,2023-12-25T02:30:11.000Z,2024-01-05T19:42:59.000Z,loitering,1
8dbe0503b-bf91-cdd6-ede9-fba939365ebd,31860062,SUQIYU03186-62-58%,32.9828,124.2852,142.7065,142.196719,142.0,141.0,2023-12-25T02:30:14.000Z,2024-01-04T00:10:05.000Z,loitering,1
f5508d977-700a-c495-93d6-4af284dd15f0,232000522,08658-74-76%,32.9195,124.4767,141.172406,137.56,140.0,137.0,2023-12-25T02:30:22.000Z,2024-01-16T06:15:38.000Z,loitering,1
5d0f9feee-e0d7-d334-7035-570fac09c600,66857820,,33.7735,123.9277,115.0315,115.920125,111.0,112.0,2023-12-25T02:30:27.000Z,2024-01-01T10:24:54.000Z,loitering,1
f5391c549-9ab6-2682-27b3-6e8751906928,96064085,LIAOYU11588-14-61%,33.0478,124.4333,128.26806200000001,128.732516,128.0,128.0,2023-12-25T02:31:05.000Z,2024-01-01T05:29:52.000Z,loitering,1
0240f1f95-576d-44b1-ec2b-3bc0892025e6,231900142,MFJY08655-31-69%,33.0159,124.4089,132.553594,132.553594,132.0,132.0,2023-12-25T02:31:19.000Z,2024-01-01T05:33:37.000Z,loitering,1
53af92136-6c91-ccae-8c12-55e6b3dafa92,610620018,,32.9338,124.4271,139.45290599999998,140.43975,139.0,140.0,2023-12-25T02:31:43.000Z,2024-01-01T12:58:53.000Z,loitering,1
9f1e31228-8dc6-2771-8fc2-2f3558acc386,233101831,MFJY08615-8-78%,32.9701,124.4611,135.203844,135.203844,135.0,135.0,2023-12-25T02:33:03.000Z,2024-01-01T04:59:30.000Z,loitering,1
21a4c2580-0227-2885-e577-2950a2827aa4,610620032,,32.9624,124.4102,138.369984,138.369984,138.0,138.0,2023-12-25T02:33:32.000Z,2024-01-01T03:49:47.000Z,loitering,1
7e21ac5a3-3dd1-9e92-2d63-dad1da49096b,100002117,ZHELINYU88999-26,32.9591,124.3554,140.665047,140.665047,140.0,140.0,2023-12-25T02:33:45.000Z,2024-01-01T03:47:41.000Z,loitering,1
695448c61-1f21-a405-78f3-a57e787c03f4,287889118,28788--118-52%,33.0057,124.2909,138.486578,140.756344,138.0,140.0,2023-12-25T02:34:06.000Z,2024-01-01T04:04:05.000Z,loitering,1
e2238835e-ec6c-7467-23dd-1a60aea048d8,96696751,MINLIANYU69967-5163%,33.0136,124.3602,135.438438,135.40864100000002,135.0,135.0,2023-12-25T02:34:27.000Z,2024-01-07T20:51:40.000Z,loitering,1
bcbbc22dd-d640-782f-6166-2a0d8933480e,977879889,08658-72-77%,32.9071,124.4937,139.970109,139.970109,139.0,139.0,2023-12-25T02:34:43.000Z,2024-01-01T04:07:03.000Z,loitering,1
ae56f7ce1-15c3-8a2d-b5eb-e2896b76e6ed,233101137,MFJY08615-12-77%,32.9655,124.4761,134.362078,134.362078,134.0,134.0,2023-12-25T02:34:46.000Z,2024-01-01T04:39:58.000Z,loitering,1
ca7732551-11fb-3700-3cb2-4cd16166314a,96064229,LIAOYU11588-24-60%,33.0468,124.403,129.676281,130.155484,129.0,129.0,2023-12-25T02:35:00.000Z,2024-01-01T04:59:32.000Z,loitering,1
ebc97a94a-a6c2-982c-9850-64ee7c4ac2c0,216867505,68675-05-88%,30.7384,126.1143,263.963156,285.959375,249.0,257.0,2023-12-25T02:35:21.000Z,2024-01-01T08:19:41.000Z,loitering,1
e4858a7d7-7db3-cb51-e17e-c20b4cda3426,233101707,MLY65887-27-70%,33.0399,124.4062,130.632969,131.108734,130.0,130.0,2023-12-25T02:35:44.000Z,2024-01-01T04:54:21.000Z,loitering,1
d2e635bd6-6369-6854-57d9-ddbc35398039,233100519,MFJY09885-15-69%,32.9605,124.5435,132.59625,132.974953,132.0,132.0,2023-12-25T02:36:26.000Z,2024-01-01T04:26:23.000Z,loitering,1
ee7acd36a-ab43-2257-195f-636944c2df79,233101741,MFJY01976-16-68%,33.0004,124.4502,132.68259400000002,132.68259400000002,132.0,132.0,2023-12-25T02:36:27.000Z,2024-01-01T04:57:31.000Z,loitering,1
0e23e55aa-a2a7-db37-df64-28fafdb9d794,233101511,MFJY01976-10-70%,32.9965,124.4776,131.384344,131.384344,131.0,131.0,2023-12-25T02:36:37.000Z,2024-01-01T05:04:20.000Z,loitering,1
ae4a6f2bb-b94a-93a0-6469-753201e43f44,610620009,,32.9788,124.4058,136.422484,136.878453,136.0,136.0,2023-12-25T02:37:24.000Z,2024-01-01T03:36:20.000Z,loitering,1
9fbc7fa09-915d-2f49-52ca-ff86fc02e9d1,32780051,,32.8762,124.2494,153.585109,153.585109,153.0,153.0,2023-12-25T02:37:38.000Z,2024-01-01T02:48:02.000Z,loitering,1
446057ad0-0e75-ddc2-3de2-9cd23e466de7,44160013,,33.0344,124.1746,142.701391,144.151375,142.0,143.0,2023-12-25T02:38:25.000Z,2024-01-01T02:20:14.000Z,loitering,1
20b9968fc-cdf2-e8e8-02df-feac957a6d76,719234619,NET13401-19,32.9797,124.3776,138.767719,136.843641,138.0,136.0,2023-12-25T02:38:38.000Z,2024-01-01T04:05:44.000Z,loitering,1
d2da2c2b5-583c-2419-4bb8-3dcc10c6e053,233100507,MFJY09885-21-66%,32.9635,124.5101,131.96095300000002,135.358375,131.0,135.0,2023-12-25T02:38:44.000Z,2024-01-08T02:55:37.000Z,loitering,1
977832b9b-bfc5-b1a0-624f-a356e25cf6b3,96064783,ZHEYU07322-2-46%,33.0812,124.3707,128.809406,128.809406,128.0,128.0,2023-12-25T02:40:35.000Z,2024-01-01T05:27:53.000Z,loitering,1
9959d9c1f-fd1c-5574-13a6-66642460fb63,23980015,LURONGYU57776-62 7V7,33.6472,123.9546,117.69644500000001,116.841984,115.0,114.0,2023-12-25T02:40:47.000Z,2024-01-01T10:24:20.000Z,loitering,1
255dca1b0-0861-4e9d-a103-85f648960fd4,100606615,MINFUYU06066-15-89%,33.0636,124.4226,127.289125,128.244281,127.0,128.0,2023-12-25T02:40:51.000Z,2024-01-01T14:06:08.000Z,loitering,1
3aea47b4b-bae9-f961-72e6-c34275502f19,90867704,MIN08677-4-62%,33.0739,124.4252,126.81273399999999,127.289125,126.0,127.0,2023-12-25T02:40:52.000Z,2024-01-01T04:40:26.000Z,loitering,1
702482620-0ac7-513e-b5b8-b32e86e34ec9,96064072,LIAOYU11588-15-76%,33.0425,124.3816,132.074625,132.074625,131.0,131.0,2023-12-25T02:41:04.000Z,2024-01-01T04:28:22.000Z,loitering,1
884e9c8ed-dc6d-5d04-2c59-846772c1db92,31865563,SU QI YU 03186-W63,33.0114,124.2692,141.373281,139.537062,141.0,139.0,2023-12-25T02:41:14.000Z,2024-01-06T18:57:26.000Z,loitering,1
0f4b6c638-8e60-4e9c-9f25-6d2b446e2663,233101712,MFJY08615-2-77%,32.966,124.4641,135.203844,135.203844,135.0,135.0,2023-12-25T02:41:35.000Z,2024-01-01T05:25:03.000Z,loitering,1
6ff7e54c8-8aa3-7f75-d668-408d2b594aef,401800216,ZHEDAIYU03219-4-54%,33.003,124.4132,134.483562,134.483562,134.0,134.0,2023-12-25T02:41:36.000Z,2024-01-01T04:18:30.000Z,loitering,1
7a684d804-4ae5-8c70-db1c-87391cf8582d,208677033,08677-33--78%,33.0698,124.417,127.289125,127.289125,127.0,127.0,2023-12-25T02:41:45.000Z,2024-01-01T04:38:52.000Z,loitering,1
cd45e1b39-9b08-cefc-4a98-523f5addf49d,233101795,MFJY08615-28-72%,32.9701,124.5071,133.137875,133.137875,132.0,132.0,2023-12-25T02:41:58.000Z,2024-01-01T05:00:17.000Z,loitering,1
a7fa21938-84ff-e3f9-8b57-79632f553f88,333000005,C333-05-83%,32.8383,124.1675,152.201891,170.53057800000002,151.0,170.0,2023-12-25T02:42:14.000Z,2024-01-01T04:22:08.000Z,loitering,1
5e1ae3df2-2fd0-6c42-446c-b717b4f3f7bb,223402086,M08601-10-75%,32.9385,124.4593,138.180078,138.180078,137.0,137.0,2023-12-25T02:42:17.000Z,2024-01-01T03:19:38.000Z,loitering,1
7b157f08d-d813-32c9-4311-17ebddd2f024,113185109,SUQIYU03185-109_8.1V,32.9854,124.3411,138.76425,139.712156,138.0,139.0,2023-12-25T02:42:20.000Z,2024-01-01T04:03:52.000Z,loitering,1
790deaecb-b933-8726-6b30-c1640583769e,96996718,MINLIANYU69967-1894%,32.9881,124.3606,135.40864100000002,139.706016,135.0,139.0,2023-12-25T02:42:36.000Z,2024-01-08T18:31:01.000Z,loitering,1
ce6003398-8d1a-51af-ce7b-fdbe935d3ab0,282181517,LIN21815-17-71%,33.0815,124.4049,126.821438,127.311227,126.0,127.0,2023-12-25T02:42:48.000Z,2024-01-01T04:06:58.000Z,loitering,1
